39.94262,116.30259
39.94263,116.30258
39.94263,116.30254
39.94263,116.30244
39.94265,116.30214
39.9427,116.30199
39.94257,116.30215
39.94252,116.30248
39.94251,116.30276
39.94251,116.30282
39.94263,116.30289
39.94279,116.3029
39.94298,116.30293
39.94327,116.30289
39.94344,116.3029
39.94343,116.3029
39.94342,116.30288
39.94338,116.30289
39.9434,116.3029
39.94337,116.30286
39.94336,116.30285
39.94335,116.30285
39.9433,116.30288
39.94332,116.30287
39.94333,116.30286
39.94331,116.30287
39.94332,116.30286
39.94328,116.30289
39.94277,116.30219
39.94276,116.30218
39.94267,116.30231
39.94245,116.30239
39.94234,116.30251
39.94226,116.30256
39.94237,116.30233
39.94242,116.30204
39.94249,116.30185
39.94256,116.30163
39.94251,116.30157
39.94247,116.30134
39.9425,116.30115
39.94255,116.30074
39.94262,116.30037
39.94275,116.29989
39.94288,116.29944
39.92082,116.29486
39.92083,116.29486
39.92083,116.29487
39.92084,116.29488
39.92081,116.29488
39.92078,116.29487
39.92075,116.29487
39.92073,116.29488
39.92071,116.2949
39.92072,116.29491
39.92076,116.29497
39.92082,116.29512
39.92084,116.29535
39.92095,116.29542
39.92116,116.2954
39.92139,116.29536
39.92162,116.29531
39.92167,116.29511
39.92167,116.2948
39.92166,116.2945
39.92166,116.29432
39.92182,116.29427
39.92203,116.29425
39.92224,116.29425
39.92237,116.29425
39.92242,116.29427
39.92248,116.29445
39.92247,116.29472
39.92246,116.2949
39.92246,116.29519
39.92246,116.29551
39.92246,116.29584
39.92246,116.29609
39.92246,116.29641
39.92245,116.29678
39.92245,116.29771
39.92246,116.29816
39.91046,116.30393
39.91045,116.30393
39.91045,116.30392
39.91046,116.30392
39.86989,116.30548
39.86989,116.30547
39.86988,116.30547
39.86986,116.30548
39.86986,116.30547
39.86985,116.30547
39.86985,116.30548
39.89068,116.28899
39.89108,116.28899
39.89181,116.28899
39.896,116.28193
39.89599,116.28162
39.89599,116.28101
39.89599,116.28026
39.89599,116.27955
39.89601,116.2788
39.89602,116.27791
39.89601,116.27705
39.89602,116.27612
39.89601,116.27517
39.89601,116.27424
39.90921,116.24672
39.9092,116.24672
39.90916,116.24672
39.90914,116.24672
39.90921,116.24679
39.90922,116.24679
39.90923,116.24679
39.90925,116.24678
39.90927,116.24677
39.90926,116.24677
39.90923,116.24677
39.90921,116.24677
39.90919,116.24676
39.90921,116.24678
39.90922,116.24676
39.90922,116.24678
